,Company,TypeName,Ram,Weight,Price,TouchScreen,Ips,Ppi,Cpu_brand,HDD,SSD,Gpu_brand,Os,ScreenSize,StorageCapacity
36,Acer,Notebook,4,2.1,9.880922874286703,0,0,100.45466986113652,Intel Core i3,1000,0,Intel,Others,210.9548067083867,1000
37,Dell,Notebook,8,2.8,10.862092668762644,0,1,127.33567457123112,Intel Core i5,1000,128,AMD,Windows,356.5398887994471,1128
38,HP,Notebook,4,1.86,10.167289367847482,0,0,100.45466986113652,Intel Core i5,1000,0,Intel,Windows,186.84568594171395,1000
39,HP,Notebook,8,2.1,10.754345923917311,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows,296.54519597261714,256
40,Asus,Notebook,4,2.0,9.93914036985058,0,0,141.21199808219862,Intel Core i3,1000,0,Intel,Others,282.42399616439724,1000
41,Dell,Gaming,16,2.65,11.288114524334732,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,374.21179491782635,1256
42,Asus,Notebook,8,2.3,10.235123369655367,0,0,100.45466986113652,Intel Core i5,1000,0,Nvidia,Others,231.045740680614,1000
43,Acer,Notebook,4,2.2,10.500590684075595,0,1,141.21199808219862,Intel Core i5,0,256,Intel,Windows,310.666395780837,256
44,Dell,2 in 1 Convertible,12,2.77,10.882315804880689,1,0,127.33567457123112,Intel Core i5,1000,0,Nvidia,Windows,352.7198185623102,1000
45,Apple,Ultrabook,8,1.37,11.233268703392175,0,1,226.98300468106115,Intel Core i5,0,256,Intel,Mac,310.9667164130538,256
46,Lenovo,Notebook,4,2.2,9.88635767027266,0,0,100.45466986113652,Intel Core i3,0,128,Intel,Others,221.00027369450038,128
47,Asus,Gaming,8,3.2,11.144911042902732,0,0,127.33567457123112,AMD Processor,1000,256,AMD,Windows,407.47415862793963,1256
48,Dell,Notebook,4,2.3,10.435465480609668,0,0,141.21199808219862,Intel Core i5,0,256,AMD,Windows,324.7875955890568,256
49,Asus,Notebook,4,2.8,10.11974666035778,0,0,90.58340172449304,Other Intel Processor,1000,0,Nvidia,Windows,253.6335248285805,1000
50,Lenovo,2 in 1 Convertible,4,0.69,9.74075212901698,1,1,224.1738090785728,Other Intel Processor,0,0,Intel,Others,154.67992826421522,0
51,Acer,Notebook,8,2.2,10.71015268620508,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,310.666395780837,256
52,HP,Notebook,4,1.86,9.963243430044656,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows,262.65431643288946,256
53,HP,Notebook,8,1.49,10.981350045485636,0,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows,246.7918558964379,512
54,Acer,Notebook,4,2.4,9.92620357881986,0,0,100.45466986113652,Intel Core i3,1000,0,Intel,Windows,241.09120766672766,1000
55,Dell,Notebook,8,2.13,10.619090308798832,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Windows,300.78155591508306,256
56,HP,Notebook,4,1.91,10.060060439307303,0,0,141.21199808219862,Intel Core i3,0,128,Intel,Windows,269.71491633699935,128
57,Asus,Notebook,4,2.0,10.349204995339194,0,0,100.45466986113652,Intel Core i5,0,256,Intel,Windows,200.90933972227305,256
58,MSI,Gaming,16,2.43,11.7789960831843,0,0,127.33567457123112,Intel Core i7,2000,256,Nvidia,Windows,309.4256892080916,2256
59,Asus,Notebook,4,2.0,10.003839546462832,0,0,141.21199808219862,Intel Core i3,0,256,Intel,Others,282.42399616439724,256
60,Dell,Notebook,16,2.8,11.144911042902732,0,0,127.33567457123112,Intel Core i7,2000,256,AMD,Windows,356.5398887994471,2256
61,Dell,Ultrabook,8,1.7,10.754345923917311,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,267.4958706528505,256
62,Lenovo,Notebook,8,1.7,10.370822624347584,0,1,157.3505121487356,Intel Core i3,0,256,Intel,Others,267.4958706528505,256
63,Asus,Notebook,8,1.4,10.822504165817511,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,220.29071700822982,256
64,HP,Notebook,8,1.86,10.51225262382344,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,262.65431643288946,256
65,Asus,Ultrabook,16,1.8,11.56792715475193,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows,254.18159654795753,512
66,HP,Notebook,4,1.86,10.059354039524033,0,0,100.45466986113652,Intel Core i3,500,0,AMD,Windows,186.84568594171395,500
67,HP,Notebook,4,1.44,9.409283029786373,0,0,111.93520355955212,Other Intel Processor,0,32,Intel,Windows,161.18669312575506,32
68,Lenovo,Notebook,4,1.9,10.283659467741664,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows,268.30279635617734,1000
69,Asus,Gaming,12,3.0,10.83096982484206,0,0,127.33567457123112,Intel Core i7,1000,0,Nvidia,Others,382.00702371369334,1000
70,Microsoft,Ultrabook,4,1.252,10.968576149165091,1,0,200.84255993695703,Intel Core i5,0,128,Intel,Windows,251.4548850410702,128
71,Dell,Ultrabook,8,1.4,10.837272366712863,0,1,165.6321180513006,Intel Core i7,0,256,AMD,Windows,231.88496527182085,256
72,Dell,Notebook,8,2.2,10.744054237880762,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Windows,310.666395780837,256
73,MSI,Gaming,8,2.7,10.974070668482735,0,0,127.33567457123112,Intel Core i5,1000,128,Nvidia,Windows,343.80632134232405,1128
74,Acer,Notebook,8,2.1,9.93914036985058,0,0,111.93520355955212,Intel Core i3,1000,0,Intel,Windows,235.06392747505947,1000
75,Asus,Gaming,8,2.2,10.83096982484206,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows,310.666395780837,1000
76,Lenovo,Notebook,8,2.2,10.227464909398025,0,0,141.21199808219862,Intel Core i5,2000,0,Intel,Others,310.666395780837,2000
77,Dell,Notebook,8,2.02,10.726662495168894,0,0,141.21199808219862,Intel Core i7,1000,128,Intel,Windows,285.2482361260412,1128
78,Acer,Notebook,4,2.2,10.2484380327783,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia,Windows,310.666395780837,1000
79,HP,Notebook,8,2.5,10.860047678274915,0,0,127.33567457123112,Intel Core i5,1000,128,Nvidia,Windows,318.3391864280778,1128
80,Dell,Ultrabook,8,1.88,10.975129468486722,0,1,141.21199808219862,Intel Core i5,0,256,Intel,Windows,265.47855639453337,256
81,Apple,Ultrabook,8,0.92,11.295425956041104,0,1,226.4155471693585,Intel Core i5,0,512,Intel,Mac,208.30230339580982,512
82,HP,Notebook,8,1.63,10.732493415479688,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,256.481334802439,256
83,Lenovo,Notebook,4,2.2,9.964522443121997,0,0,141.21199808219862,AMD Processor,0,128,AMD,Windows,310.666395780837,128
84,Acer,Notebook,4,2.1,9.954446791133256,0,0,100.45466986113652,AMD Processor,1000,0,AMD,Windows,210.9548067083867,1000
85,Dell,Gaming,16,2.65,11.18267988243989,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,374.21179491782635,1128
86,HP,Ultrabook,8,1.83,10.525211768465944,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,258.4179564904235,256
87,HP,Notebook,8,1.96,10.370805929717411,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,276.7755162411093,256
88,Asus,Gaming,16,2.2,11.254189968552817,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,310.666395780837,1128
89,Dell,Ultrabook,8,1.21,11.383485348791732,0,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows,200.41486284207372,256
90,Asus,Gaming,8,2.45,10.525211768465944,0,0,141.21199808219862,AMD Processor,1000,0,AMD,Windows,345.96939530138667,1000
91,Acer,Notebook,8,2.2,10.510802297245792,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows,310.666395780837,1000
92,HP,Notebook,16,1.49,11.063134731790107,0,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows,246.7918558964379,512
93,Dell,Gaming,8,2.65,11.061462490597744,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows,374.21179491782635,256
94,Asus,Ultrabook,8,1.25,10.931153634628432,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows,196.68814018591948,256
95,Acer,2 in 1 Convertible,8,1.5,10.717261720884188,1,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,248.4481770769509,256
96,Dell,Notebook,8,2.2,10.37232400089118,0,0,141.21199808219862,Intel Core i7,1000,0,AMD,Others,310.666395780837,1000
97,Dell,Notebook,4,2.2,10.159709917169616,0,0,141.21199808219862,Intel Core i3,0,256,AMD,Others,310.666395780837,256
98,Asus,Notebook,6,2.0,10.333403292740233,0,0,141.21199808219862,Intel Core i3,0,256,Nvidia,Windows,282.42399616439724,256
99,HP,Gaming,12,2.62,11.105659536357711,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,369.9754349753604,1128
100,HP,Notebook,8,1.91,10.55342238395318,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Windows,269.71491633699935,256
101,HP,Notebook,4,2.1,9.83063294843456,0,0,141.21199808219862,AMD Processor,500,0,AMD,Windows,296.54519597261714,500
102,Dell,Notebook,8,2.2,10.447907320733034,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Others,310.666395780837,1000
103,HP,Ultrabook,8,1.38,10.99575173454406,0,1,165.6321180513006,Intel Core i7,0,256,Nvidia,Windows,228.5723229107948,256
104,Microsoft,Ultrabook,8,1.252,11.17598591917709,1,0,200.84255993695703,Intel Core i5,0,256,Intel,Windows,251.4548850410702,256
105,HP,Notebook,6,1.58,10.46628456073464,0,1,157.3505121487356,Intel Core i5,0,256,Nvidia,Windows,248.61380919500223,256
106,Lenovo,Notebook,4,1.85,10.003598553570956,0,0,141.21199808219862,Intel Core i3,1000,0,Intel,Windows,261.24219645206745,1000
107,Asus,Ultrabook,8,1.3,11.05978744833005,0,1,157.3505121487356,Intel Core i7,0,256,Nvidia,Windows,204.55566579335627,256
108,MSI,Gaming,16,2.2,11.144911042902732,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,310.666395780837,1256
109,Lenovo,Notebook,8,1.58,11.275358392990295,0,1,157.3505121487356,Intel Core i7,0,256,Intel,Windows,248.61380919500223,256
110,Asus,Ultrabook,16,1.5,11.116014069333293,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,211.8179971232979,1256
111,Dell,Ultrabook,8,1.23,11.204674904025437,1,0,276.053530085501,Intel Core i7,0,256,Intel,Windows,339.5458420051662,256
112,Lenovo,2 in 1 Convertible,8,1.37,11.219074000897615,1,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,226.91600173028186,256
113,HP,Notebook,4,1.63,10.55758616512496,0,1,111.93520355955212,Intel Core i5,500,0,Intel,Windows,182.45438180206995,500
114,Dell,Ultrabook,8,1.21,11.37128263483418,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,200.41486284207372,256
115,HP,2 in 1 Convertible,8,1.26,11.219066852909238,1,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,208.69646874463876,256
116,HP,Notebook,8,1.63,10.963974208231726,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows,256.481334802439,512
117,Dell,Notebook,8,2.16,11.005825930702713,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,305.01791585754904,1256
118,Asus,Notebook,4,2.0,10.310615277730191,0,0,127.33567457123112,Intel Core i3,1000,0,Nvidia,Windows,254.67134914246225,1000
119,Asus,Notebook,8,1.7,10.994857679947176,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,240.06039673973766,256
120,Acer,Notebook,6,2.1,10.147261623643049,1,1,141.21199808219862,Intel Core i3,1000,0,Intel,Windows,296.54519597261714,1000
121,MSI,Gaming,16,1.8,11.690461589827628,0,0,141.21199808219862,Intel Core i7,2000,256,Nvidia,Windows,254.18159654795753,2256
122,Lenovo,Notebook,8,2.2,10.419692282932576,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Others,310.666395780837,256
123,HP,Notebook,16,2.5,11.123120297421588,0,0,127.33567457123112,Intel Core i7,0,512,Nvidia,Windows,318.3391864280778,512
124,Acer,Notebook,4,2.1,10.087028365734811,0,0,100.45466986113652,AMD Processor,0,256,AMD,Windows,210.9548067083867,256
125,HP,Notebook,4,1.86,9.532389087931673,0,0,100.45466986113652,Other Intel Processor,500,0,Intel,Others,186.84568594171395,500
126,HP,Notebook,8,1.63,10.675061366393813,0,0,157.3505121487356,Intel Core i5,1000,0,Intel,Windows,256.481334802439,1000
127,Asus,Notebook,4,1.65,9.603146168052769,0,0,111.93520355955212,AMD Processor,0,64,AMD,Windows,184.693085873261,64
128,Dell,Notebook,16,2.8,11.216927309554451,0,0,127.33567457123112,Intel Core i7,2000,256,AMD,Windows,356.5398887994471,2256
129,HP,Notebook,8,2.5,10.808592759018332,0,0,127.33567457123112,Intel Core i5,0,256,Intel,Windows,318.3391864280778,256
130,Dell,Notebook,8,2.36,10.435449831034946,0,0,100.45466986113652,Intel Core i5,1000,0,AMD,Windows,237.07302087228217,1000
131,Dell,Notebook,4,2.2,10.082583913974387,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,Windows,310.666395780837,1000
132,Acer,Ultrabook,8,1.6,10.760018088869778,0,1,157.3505121487356,Intel Core i7,0,256,Intel,Windows,251.76081943797695,256
133,Acer,Notebook,4,2.2,10.324700017611931,0,0,141.21199808219862,Intel Core i3,0,256,Nvidia,Windows,310.666395780837,256
134,HP,Notebook,8,2.05,10.369151780182763,0,0,100.45466986113652,Intel Core i7,1000,0,Intel,Windows,205.93207321532986,1000
135,HP,Notebook,8,1.63,10.87124372398,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows,256.481334802439,256
136,Lenovo,Notebook,4,1.9,9.506417665734745,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel,Others,190.86387273615938,1000
137,Asus,Gaming,8,3.0,10.81931097523836,0,0,127.33567457123112,Intel Core i5,1000,128,Nvidia,Windows,382.00702371369334,1128
138,Lenovo,Notebook,4,2.2,10.188167121983652,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Others,310.666395780837,1000
139,HP,Notebook,4,1.32,10.525211768465944,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,218.63439582771682,256
140,Acer,Notebook,4,3.0,10.460196261867386,0,1,127.33567457123112,Intel Core i3,1000,0,Nvidia,Windows,382.00702371369334,1000
141,Lenovo,Notebook,8,1.75,10.99308509015976,0,1,157.3505121487356,Intel Core i5,0,256,AMD,Windows,275.3633962602873,256
142,Lenovo,Gaming,8,2.4,10.742904151497523,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Others,338.90879539727666,256
143,Toshiba,Notebook,4,2.1,10.375818471540954,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Windows,210.9548067083867,500
144,HP,Notebook,4,1.86,9.88635767027266,0,0,100.45466986113652,AMD Processor,0,256,AMD,Windows,186.84568594171395,256
145,Asus,Ultrabook,8,1.25,10.977716980635757,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows,196.68814018591948,256
146,HP,Ultrabook,8,0.97,11.583439099510642,1,1,352.4651472131677,Other Intel Processor,0,512,Intel,Windows,341.89119279677266,512
147,Asus,Notebook,4,2.0,9.816202683605532,0,0,141.21199808219862,Other Intel Processor,1000,0,Intel,Windows,282.42399616439724,1000
148,MSI,Gaming,16,2.9,11.590859366057948,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows,369.2734562565702,1256
149,Acer,Notebook,4,2.1,10.078119620845705,0,0,100.45466986113652,Intel Core i3,1000,0,Intel,Windows,210.9548067083867,1000
150,Dell,Gaming,16,2.56,11.105867681227291,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows,361.50271509042847,512
151,Dell,Gaming,8,2.62,10.776844060703754,0,0,141.21199808219862,Intel Core i7,0,0,Nvidia,Windows,369.9754349753604,0
152,Lenovo,Notebook,4,1.9,10.186161103256786,0,0,100.45466986113652,Intel Core i5,0,128,Intel,Windows,190.86387273615938,128
153,MSI,Gaming,16,2.8,11.51989313428582,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows,356.5398887994471,1256
154,HP,Ultrabook,4,1.48,10.96212748563856,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,232.87875798012868,256
155,HP,Notebook,6,1.91,10.403666298916727,0,0,141.21199808219862,Intel Core i5,0,256,AMD,Windows,269.71491633699935,256
156,Lenovo,2 in 1 Convertible,4,1.74,10.419692282932576,1,1,157.3505121487356,Intel Core i3,0,256,Intel,Windows,273.78989113879993,256
157,Asus,2 in 1 Convertible,8,1.1,11.157152970844,1,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows,182.19532985643067,256
158,Dell,2 in 1 Convertible,8,1.56,10.931153634628432,1,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows,220.29071700822985,256
159,Toshiba,Notebook,4,2.1,10.078119620845705,0,0,100.45466986113652,Intel Core i3,500,0,Intel,Windows,210.9548067083867,500
160,Asus,Notebook,4,2.03,9.974497588178815,0,0,100.45466986113652,AMD Processor,1000,0,AMD,Windows,203.9229798181071,1000
161,Acer,Notebook,4,3.0,10.666403303650696,0,1,127.33567457123112,Intel Core i5,0,256,Nvidia,Windows,382.00702371369334,256
162,Dell,Notebook,8,2.13,10.56586207442882,0,0,141.21199808219862,Intel Core i5,0,256,AMD,Windows,300.78155591508306,256
163,Lenovo,Gaming,16,2.5,10.959350991490268,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,353.02999520549656,256
164,Acer,Notebook,4,2.1,9.827763506006608,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel,Windows,210.9548067083867,1000
165,MSI,Gaming,16,2.4,11.470547260182666,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,338.90879539727666,1256
166,Acer,Notebook,4,2.1,9.871367833143674,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel,Windows,210.9548067083867,1000
167,Dell,Gaming,8,2.56,10.942047370678033,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,361.50271509042847,1128
168,Acer,Notebook,8,3.0,10.725492220020705,0,1,127.33567457123112,Intel Core i5,0,256,Nvidia,Windows,382.00702371369334,256
169,HP,Notebook,4,1.49,10.60095339424009,0,1,165.6321180513006,Intel Core i5,500,0,Intel,Windows,246.7918558964379,500
170,Huawei,Ultrabook,8,1.05,11.18267988243989,0,1,199.69207064108247,Intel Core i5,0,256,Intel,Windows,209.6766741731366,256
171,HP,Notebook,6,2.71,10.525211768465944,0,1,127.33567457123112,Intel Core i5,2000,0,AMD,Windows,345.07967808803636,2000
172,Lenovo,Notebook,4,2.2,9.70890230312988,0,0,100.45466986113652,AMD Processor,500,0,AMD,Others,221.00027369450038,500
173,Toshiba,Notebook,4,2.0,10.167923515707006,0,0,100.45466986113652,Intel Core i3,500,0,Intel,Windows,200.90933972227305,500
174,HP,Notebook,8,2.5,10.803190260734986,0,0,127.33567457123112,Intel Core i5,0,256,Nvidia,Windows,318.3391864280778,256
175,Dell,Notebook,8,2.3,10.104611236292678,0,0,100.45466986113652,Intel Core i3,1000,0,Intel,Windows,231.045740680614,1000
176,Acer,Notebook,4,2.1,10.082583913974387,0,0,100.45466986113652,Intel Core i3,0,128,Intel,Windows,210.9548067083867,128
177,MSI,Gaming,32,4.4,11.912578515747589,0,0,119.7232157653423,Intel Core i7,1000,512,Nvidia,Windows,526.7821493675061,1512
178,Lenovo,Notebook,8,1.9,10.676292135779944,0,0,141.21199808219862,Intel Core i5,1000,128,AMD,Windows,268.30279635617734,1128
179,HP,2 in 1 Convertible,8,1.29,11.288114524334732,1,1,331.2642361026012,Intel Core i5,0,256,Intel,Windows,427.3308645723556,256
180,Dell,Notebook,16,2.02,10.931153634628432,0,0,141.21199808219862,Intel Core i7,2000,256,AMD,Others,285.2482361260412,2256
181,Dell,Ultrabook,8,1.23,11.219074000897615,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows,203.72750520309975,256
182,Lenovo,2 in 1 Convertible,16,1.4,11.49796125761926,1,1,316.96506044349616,Intel Core i7,0,512,Intel,Windows,443.7510846208946,512
183,Toshiba,Notebook,8,2.0,10.651384247866982,0,0,100.45466986113652,Intel Core i5,0,128,Intel,Windows,200.90933972227305,128
184,Xiaomi,Notebook,8,1.95,11.064804181259648,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia,Others,275.3633962602873,256
185,Dell,Notebook,16,2.77,11.320925866649002,1,0,127.33567457123112,Intel Core i7,0,512,Nvidia,Windows,352.7198185623102,512
186,Dell,Notebook,16,2.06,11.757534260666516,1,0,282.42399616439724,Intel Core i7,0,512,Nvidia,Windows,581.7934320986583,512
187,Lenovo,Gaming,8,2.4,10.633572072102885,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia,Others,338.90879539727666,256
188,Acer,Ultrabook,8,1.12,10.872255357854844,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,185.5079722174567,256
189,Dell,Notebook,8,2.8,10.964896292206694,0,0,127.33567457123112,Intel Core i7,1000,128,AMD,Windows,356.5398887994471,1128
190,Lenovo,2 in 1 Convertible,16,1.42,11.921470624845266,1,0,209.8006828649808,Intel Core i7,0,1000,Intel,Windows,297.9169696682727,1000
191,Vero,Notebook,4,1.3,9.536242657247662,0,1,157.3505121487356,Other Intel Processor,0,0,Intel,Windows,204.55566579335627,0
192,Xiaomi,Ultrabook,8,1.3,10.883216300213936,0,1,165.6321180513006,Intel Core i5,0,256,Nvidia,Others,215.3217534666908,256
193,Lenovo,Notebook,8,2.8,10.523780128994506,0,0,106.11306214269258,Intel Core i5,0,256,Nvidia,Others,297.11657399953924,256
194,Dell,2 in 1 Convertible,8,1.62,10.70777173269934,1,1,165.6321180513006,Intel Core i7,1000,0,Intel,Windows,268.324031243107,1000
195,HP,Notebook,8,2.5,10.793391597686284,0,1,127.33567457123112,Intel Core i5,1000,0,Nvidia,Windows,318.3391864280778,1000
196,Razer,Gaming,32,3.49,12.69144112852859,1,0,254.67134914246225,Intel Core i7,0,1000,Nvidia,Windows,888.8030085071933,1000
197,HP,Notebook,8,1.49,10.841452101115571,0,0,165.6321180513006,Intel Core i5,0,512,Intel,Windows,246.7918558964379,512
198,HP,Gaming,16,3.35,11.204674904025437,0,1,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows,426.5745098136243,1256
199,HP,Notebook,8,2.5,10.927333190631044,0,0,127.33567457123112,Intel Core i7,0,256,Nvidia,Windows,318.3391864280778,256
